english,indo,english_matches,indo_matches
this is a black bird with a orange superciliary and a black crown with a long bill,ini adalah burung hitam dengan superciliary berwarna oranye dan mahkota hitam dengan paruh panjang,['superciliary'],['superciliary']
this bird is all dark gray with an orange superciliary mask.,burung ini berwarna abu-abu tua dengan topeng superciliary berwarna oranye.,['superciliary'],['superciliary']
this black bird has a red crown with a blue supercillary and a flat beak.,burung hitam ini memiliki mahkota berwarna merah dengan supercillary berwarna biru dan paruh yang rata.,['supercillary'],['supercillary']
this bird has a red superciliary with black crown and tan bill.,burung ini mempunyai superciliary berwarna merah dengan mahkota berwarna hitam dan paruh berwarna coklat.,['superciliary'],['superciliary']
"this large black bird has superciliary regions that are brilliant orange, along with patches of pale lilac at the base of its bill.","burung hitam besar ini mempunyai daerah superciliary yang berwarna oranye cemerlang, disertai bercak ungu pucat di dasar paruhnya.",['superciliary'],['superciliary']
this is a black bird that has a red and blue superciliary.,ini adalah burung berwarna hitam yang memiliki superciliary berwarna merah dan biru.,['superciliary'],['superciliary']
this bird is mostly black with a long hooked bill and orange superciliary patch.,burung ini sebagian besar berwarna hitam dengan paruh bengkok panjang dan bercak superciliary berwarna oranye.,['superciliary'],['superciliary']
"this mostly black and brown bird has a long and pointed bill, and has an orange eyebrow, supercillary, and malar stripe.","Burung yang sebagian besar berwarna hitam dan coklat ini memiliki paruh yang panjang dan runcing, serta memiliki alis berwarna jingga, supercillary, dan garis malar.",['supercillary'],['supercillary']
"a large black bird with a colorful face, dark orange supercillary, and a long bright blue, pale yellow, and black, pointed bill.","seekor burung hitam besar dengan wajah berwarna-warni, supercillary oranye tua, dan paruh runcing panjang berwarna biru cerah, kuning pucat, dan hitam.",['supercillary'],['supercillary']
"a small bird with a long black neck, orange superciliary, blue malar stripe, and a long white bill.","burung kecil dengan leher hitam panjang, superciliary jingga, garis malar biru, dan paruh panjang berwarna putih.",['superciliary'],['superciliary']
this particular bird has a black body with a red superciliary and blue eyebrow,burung ini memiliki tubuh berwarna hitam dengan alis berwarna merah dan alis berwarna biru,['superciliary'],[]
the bird has a black overall color with a red superciliary.,burung ini mempunyai warna keseluruhan hitam dengan superciliary merah.,['superciliary'],['superciliary']
"this large bird has a black body, orange superciliary, and a long hooked bill.","burung berukuran besar ini memiliki tubuh berwarna hitam, superciliary berwarna jingga, dan paruh bengkok yang panjang.",['superciliary'],['superciliary']
"this long-necked black bird has a black crest, red superciliary and long bill with a downturned tip.","burung hitam berleher panjang ini memiliki jambul hitam, superciliary berwarna merah, dan paruh panjang dengan ujung mengarah ke bawah.",['superciliary'],['superciliary']
this bird is nearly all black with an orange superciliary and wide webbed feet.,burung ini hampir seluruhnya berwarna hitam dengan superciliary berwarna oranye dan kaki berselaput lebar.,['superciliary'],['superciliary']
"the bird has black coverts and breast, orange supercialiary.","burung itu memiliki bulu dan dada berwarna hitam, supercialiary berwarna oranye.",['supercialiary'],['supercialiary']
"this black bird has an orange superciliary, a black peak and a black crown that's standing up.","burung hitam ini mempunyai superciliary berwarna jingga, puncak berwarna hitam, dan mahkota hitam yang berdiri tegak.",['superciliary'],['superciliary']
black beck and crown with orange superciliary's and blue cheek patch,beck hitam dan mahkota dengan superciliary oranye dan pipi biru,['superciliary'],['superciliary']
"this bird has a dark black head and neck with a blue cheek patch, and a large orange superciliary patch.","burung ini memiliki kepala dan leher berwarna hitam pekat dengan bercak pipi berwarna biru, dan bercak superciliary besar berwarna oranye.",['superciliary'],['superciliary']
this predominantly black bird has a beautiful bright yellow superciliary with a black and white bill.,burung yang didominasi warna hitam ini memiliki superciliary berwarna kuning cerah yang indah dengan paruh berwarna hitam putih.,['superciliary'],['superciliary']
this bird is mostly black with an orange superciliary and long hooked bill.,burung ini sebagian besar berwarna hitam dengan superciliary berwarna oranye dan paruh panjang yang bengkok.,['superciliary'],['superciliary']
this is a large black bird with yellow superciliary beak and chin,ini adalah burung hitam besar dengan paruh dan dagu superciliary kuning,['superciliary'],['superciliary']
"this bird has a long neck with a bright yellow superciliary, long dark coverts and long narrow outer rectrices.","burung ini memiliki leher yang panjang dengan superciliary berwarna kuning cerah, bulu gelap yang panjang dan garis outer rectrices yang panjang dan sempit.",['superciliary'],['superciliary']
"a medium sized brown bird with a long neck compared to its body, and a long, downward-curved bill, with red covering its superciliary.","seekor burung berwarna coklat berukuran sedang dengan leher yang panjang dibandingkan dengan tubuhnya, dan paruh yang panjang melengkung ke bawah, dengan warna merah menutupi bagian superciliarynya.",['superciliary'],['superciliarynya']
this bird had metallic black feathers coverings its entire body and yellow gold supercillary.,burung ini memiliki bulu berwarna hitam metalik menutupi seluruh tubuhnya dan superciliary berwarna kuning emas.,['supercillary'],['superciliary']
this large bird has a mottled appearance with bright orange superciliary.,burung besar ini berpenampilan belang-belang dengan superciliary berwarna jingga cerah.,['superciliary'],['superciliary']
the bird has a metallic sheen to its feathers with a curved neck and red superciliary with a flat orange bill.,burung ini memiliki bulu berkilau metalik dengan leher melengkung dan superciliary berwarna merah dengan paruh oranye datar.,['superciliary'],['superciliary']
this bird has a shiny green breast with a speckled grey and black superciliary.,burung ini memiliki dada berwarna hijau mengkilat dengan superciliary berbintik abu-abu dan hitam.,['superciliary'],['superciliary']
this bird has a white belly and breast with brown crown and superciliary.,burung ini memiliki perut dan dada berwarna putih dengan mahkota dan superciliary berwarna coklat.,['superciliary'],['superciliary']
"this bird is brown and white speckled on the back, with a white underside, a white supercillary and a thin decurved bill.","burung ini berwarna coklat dan putih berbintik-bintik di punggung, dengan bagian bawah putih, supercillary putih dan paruh tipis melengkung.",['supercillary'],['supercillary']
"this is a small bird with a dark brown body with lighter brown spots, a creamy belly and superciliary, and slightly orange brown rump; it has a dark narrow slightly downcurving beak.","ini adalah burung kecil dengan tubuh berwarna coklat tua dengan bintik-bintik coklat muda, perut berwarna krem ​​​​dan superciliary, dan pantat berwarna coklat agak oranye; paruhnya berwarna gelap, sempit, agak melengkung ke bawah.",['superciliary'],['superciliary']
"this bird has white undertail coverts, belly, breast, throat and superciliary with a dark brown back and hood that has some lighter ticking.","burung ini memiliki bulu ekor bawah berwarna putih, perut, dada, tenggorokan dan rambut superciliary dengan punggung dan tudung berwarna coklat tua yang memiliki detak lebih terang.",['superciliary'],['superciliary']
"a small bird with a brown, white and black mottled body, white breast and throat, and brown crown and superciliary.","seekor burung kecil dengan tubuh berbintik-bintik coklat, putih dan hitam, dada dan tenggorokan putih, serta mahkota dan superciliary berwarna coklat.",['superciliary'],['superciliary']
"this sleek gray bird has a black supercillary, a sharp slightly downward curved bill, and a tail that is about the same length as its body.","burung abu-abu ramping ini memiliki supercillary hitam, paruh tajam agak melengkung ke bawah, dan ekor yang panjangnya kira-kira sama panjang dengan tubuhnya.",['supercillary'],['supercillary']
"this handsome fellow has a white neck, gray crown, and black superciliary.","lelaki tampan ini memiliki leher putih, mahkota abu-abu, dan alis hitam.",['superciliary'],[]
"normal sized bird with a dark supercillary, brown wing bar and crown that's on top of it's slightly yellow belly.","burung berukuran normal dengan supercillary gelap, garis sayap berwarna coklat dan mahkota di atas perutnya agak kuning.",['supercillary'],['supercillary']
"this small bird has a white or buff underbelly, and orange bill, and a brown back, wings, and head (ending at the superciliary line); it has three pairs of white spots on the underside of its tail.","burung kecil ini memiliki perut bagian bawah berwarna putih atau kekuning-kuningan, paruh berwarna oranye, serta punggung, sayap, dan kepala berwarna coklat (berakhir pada garis superciliary); ia memiliki tiga pasang bintik putih di bagian bawah ekornya.",['superciliary'],['superciliary']
"a bird has a white breast and white belly, it's superciliary is black and it has a bright orange bill.","burung mempunyai dada berwarna putih dan perut berwarna putih, superciliary berwarna hitam dan paruhnya berwarna jingga cerah.",['superciliary'],['superciliary']
